Company_name;date;title;text;text Summary Summary;text Summary Summary Summary;url;New Topic Confidence
Raven;8/20/2024 12:00:00 AM;Генпрокуратура РФ решила обратить в доход государства акции предприятий, входящих в группу компаний(ГК) Raven Russia.;"Генпрокуратура РФ решила обратить в доход государства акции предприятий, входящих в группу компаний(ГК) Raven Russia. Ведомство утверждает, что владельцы крупнейших в России логистических активов совершали  ""притворные сделки"". Об этом сообщает  ""Коммерсант"" со ссылкой на источники в надзорном ведомстве. По информации Генпрокуратуры, к таким схемам была причастна компания Raven Property Group Limited, созданная в 2005 году на острове Гернси, который находится под британской юрисдикцией. До 2020 года она, как утверждается, скупала российские общества, владеющие складскими помещениями в России, и не уведомляла об этих соглашениях в уполномоченный орган власти. Без его согласия компания устанавливала контроль над отечественными логистическими компаниями, которые имеют стратегическое значение. В результате фирма контролирует активы, состоящие из почти 2 млн. кв. метров логопарков в России. Отмечается, что Raven оформляла перешедшие к ней предприятия на десяток подставных офшорных структур, чтобы вывести создаваемый холдинг из-под контроля антимонопольных служб РФ. Кроме того, компания присоединилась к антироссийским санкциям Запада, несмотря на свое стратегическое значение для обеспечения обороны и безопасности государства. Ранее сообщалось, что бывшие владельцы группы  ""Макфа"" подали кассационную жалобу на судебное решение об обращении в доход государства имущества компании.";"Генпрокуратура РФ решила обратить в доход государства акции предприятий, входящих в группу компаний(ГК) Raven Russia. Ранее сообщалось, что бывшие владельцы группы  ""Макфа"" подали кассационную жалобу на судебное решение об обращении в доход государства имущества компании.";Генпрокуратура РФ решила обратить в доход государства акции предприятий, входящих в группу компаний (ГК) Raven Russia.;https://aif.ru/money/company/genprokuratura-reshila-obratit-v-dohod-gosudarstva-akcii-gk-raven-russia;0
